id,rz,sx,x,cx,reset,measure,u3,u1,u2,measureSuccess,cxSuccess,u3Success,resetSuccess,u1Success,rzSuccess,idSuccess,sxSuccess,u2Success,xSuccess,Machine,GraphDensity,AvgDegree,AvgConnectivity,AvgNeighborDegree,AvgClustering,AvgShortestPath,NumQubit,Depth,qubit_count,circuit_depth,circuit_width,retention_lifespan,gate_density,dual_gate_count,measurement_density,size_factor,gate_count,entanglement_variance,Swaps
0,396,72,4,246,0,3,-1,-1,-1,0.9801812500000002,0.9927853527469924,1.0,0.9811508520208536,1,1,0.9996294150792783,0.9996294150792783,1.0,0.9996294150792783,12,0.13333333333333333,2.0,1.55,2.4166666666666665,0.0,3.683333333333333,16,318,15,341,15,5.831882477283517,0.1884652981427175,246,2.8466442261285754,6.871091294610546,718,0.5868989531281252,247
0,-1,-1,-1,246,-1,3,4,252,72,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,32,0.09166666666666666,1.375,0.16666666666666666,0.4166666666666667,0.0,0.22083333333333333,16,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,221
0,-1,-1,-1,246,-1,3,4,252,72,0.9465,0.9689708530728253,0.9970275181013453,1.0,1,1,0.998512440595622,1.0,0.998512440595622,1.0,0,0.12105263157894737,2.3,1.7105263157894737,2.6333333333333333,0.0,3.4842105263157896,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,192
0,-1,-1,-1,246,-1,3,4,252,72,0.9474200000000002,0.9828228290852429,0.998648856374016,1.0,1,1,0.9993241677155809,1.0,0.9993241677155809,1.0,4,0.12105263157894737,2.3,1.7105263157894737,2.6333333333333333,0.0,3.4842105263157896,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,205
0,-1,-1,-1,246,-1,3,4,252,72,0.9158800000000001,0.9464863293600775,0.996439425683765,1.0,1,1,0.9982174491499871,1.0,0.9982174491499871,1.0,15,0.12105263157894737,2.3,2.0789473684210527,2.4,0.0,3.5473684210526315,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,235
0,-1,-1,-1,246,-1,3,4,252,72,0.9483,0.9608399735639606,0.9944794421130597,1.0,1,1,0.9971840212774696,1.0,0.9972361555462463,1.0,28,0.12105263157894737,2.3,2.0789473684210527,2.4,0.0,3.5473684210526315,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,224
0,-1,-1,-1,246,-1,3,4,252,72,0.953625,0.9830258145923897,0.9979880597076889,1.0,1,1,0.9989934076561917,1.0,0.9989934076561917,1.0,34,0.12105263157894737,2.3,1.7105263157894737,2.6333333333333333,0.0,3.4842105263157896,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,224
0,-1,-1,-1,246,-1,3,4,252,72,0.9405000000000001,0.9545629541369398,0.992122624980518,1.0,1,1,0.9960743757349947,1.0,0.9960612901736118,1.0,37,0.18421052631578946,3.5,2.1157894736842104,4.219166666666666,0.43999999999999995,2.526315789473684,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,185
0,396,72,4,246,0,3,-1,-1,-1,0.983785185185185,0.984419121523754,1.0,0.9919434728495206,1,1,0.9995315463087509,0.9995315463087509,1.0,0.9995315463087509,8,0.07977207977207977,2.074074074074074,1.601139601139601,2.4814814814814814,0.0,4.951566951566951,27,318,15,341,15,5.831882477283517,0.1884652981427175,246,2.8466442261285754,6.871091294610546,718,0.5868989531281252,293
0,396,72,4,246,0,3,-1,-1,-1,0.9811333333333333,0.9885521421772403,1.0,0.9897543332960658,1,1,0.999656219519898,0.999656219519898,1.0,0.999656219519898,13,0.07977207977207977,2.074074074074074,1.601139601139601,2.4814814814814814,0.0,4.951566951566951,27,318,15,341,15,5.831882477283517,0.1884652981427175,246,2.8466442261285754,6.871091294610546,718,0.5868989531281252,272
