id,rz,sx,x,cx,reset,measure,u1,u2,u3,measureSuccess,cxSuccess,xSuccess,resetSuccess,rzSuccess,u1Success,sxSuccess,u2Success,idSuccess,u3Success,Machine,QCAvgDegree,QCGraphDensity,QCAvgConnectivity,QCAvgNeighborDegree,QCAvgClustering,QCAvgShortestPath,CXGraphDensity,CXAvgConnectivity,CXAvgNeighborDegree,CXAvgClustering,CXAvgShortestPath,CXAverageDegree,CXAverageWeight,CXMaxWeight,CXMinWeight,NumQubit,Depth,qubit_count,circuit_depth,circuit_width,retention_lifespan,gate_density,dual_gate_count,measurement_density,size_factor,gate_count,entanglement_variance,Swaps
0,396,72,4,246,0,3,-1,-1,-1,0.9801812500000002,0.9927853527469924,0.9996294150792783,0.9811508520208536,1,1,0.9996294150792783,1.0,0.9996294150792783,1.0,12,2.0,0.13333333333333333,1.55,2.4166666666666665,0.0,3.683333333333333,0.11428571428571428,0.2857142857142857,2.0,0.0,0,0.8571428571428571,2.25,5,1,16,318,15,341,15,5.831882477283517,0.1884652981427175,246,2.8466442261285754,6.871091294610546,718,0.5868989531281252,279
0,-1,-1,-1,246,-1,3,252,72,4,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1.0,1.0,32,1.375,0.09166666666666666,0.16666666666666666,0.4166666666666667,0.0,0.22083333333333333,0.11428571428571428,0.2857142857142857,2.0,0.0,0,0.8571428571428571,2.25,5,1,16,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,203
0,-1,-1,-1,246,-1,3,252,72,4,0.9465,0.9689708530728253,1.0,1.0,1,1,1.0,0.998512440595622,0.998512440595622,0.9970275181013453,0,2.3,0.12105263157894737,1.7105263157894737,2.6333333333333333,0.0,3.4842105263157896,0.11428571428571428,0.2857142857142857,2.0,0.0,0,0.8571428571428571,2.25,5,1,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,221
0,-1,-1,-1,246,-1,3,252,72,4,0.9474200000000002,0.9828228290852429,1.0,1.0,1,1,1.0,0.9993241677155809,0.9993241677155809,0.998648856374016,4,2.3,0.12105263157894737,1.7105263157894737,2.6333333333333333,0.0,3.4842105263157896,0.11428571428571428,0.2857142857142857,2.0,0.0,0,0.8571428571428571,2.25,5,1,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,211
0,-1,-1,-1,246,-1,3,252,72,4,0.9158800000000001,0.9464863293600775,1.0,1.0,1,1,1.0,0.9982174491499871,0.9982174491499871,0.996439425683765,15,2.3,0.12105263157894737,2.0789473684210527,2.4,0.0,3.5473684210526315,0.11428571428571428,0.2857142857142857,2.0,0.0,0,0.8571428571428571,2.25,5,1,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,202
0,-1,-1,-1,246,-1,3,252,72,4,0.9483,0.9608399735639606,1.0,1.0,1,1,1.0,0.9972361555462463,0.9971840212774696,0.9944794421130597,28,2.3,0.12105263157894737,2.0789473684210527,2.4,0.0,3.5473684210526315,0.11428571428571428,0.2857142857142857,2.0,0.0,0,0.8571428571428571,2.25,5,1,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,193
0,-1,-1,-1,246,-1,3,252,72,4,0.953625,0.9830258145923897,1.0,1.0,1,1,1.0,0.9989934076561917,0.9989934076561917,0.9979880597076889,34,2.3,0.12105263157894737,1.7105263157894737,2.6333333333333333,0.0,3.4842105263157896,0.11428571428571428,0.2857142857142857,2.0,0.0,0,0.8571428571428571,2.25,5,1,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,216
0,-1,-1,-1,246,-1,3,252,72,4,0.9405000000000001,0.9545629541369398,1.0,1.0,1,1,1.0,0.9960612901736118,0.9960743757349947,0.992122624980518,37,3.5,0.18421052631578946,2.1157894736842104,4.219166666666666,0.43999999999999995,2.526315789473684,0.11428571428571428,0.2857142857142857,2.0,0.0,0,0.8571428571428571,2.25,5,1,20,256,15,269,15,5.594711379601839,0.20322180916976457,246,2.767587193568016,6.709304340258298,574,0.5868989531281252,181
0,396,72,4,246,0,3,-1,-1,-1,0.983785185185185,0.984419121523754,0.9995315463087509,0.9919434728495206,1,1,0.9995315463087509,1.0,0.9995315463087509,1.0,8,2.074074074074074,0.07977207977207977,1.601139601139601,2.4814814814814814,0.0,4.951566951566951,0.11428571428571428,0.2857142857142857,2.0,0.0,0,0.8571428571428571,2.25,5,1,27,318,15,341,15,5.831882477283517,0.1884652981427175,246,2.8466442261285754,6.871091294610546,718,0.5868989531281252,262
0,396,72,4,246,0,3,-1,-1,-1,0.9811333333333333,0.9885521421772403,0.999656219519898,0.9897543332960658,1,1,0.999656219519898,1.0,0.999656219519898,1.0,13,2.074074074074074,0.07977207977207977,1.601139601139601,2.4814814814814814,0.0,4.951566951566951,0.11428571428571428,0.2857142857142857,2.0,0.0,0,0.8571428571428571,2.25,5,1,27,318,15,341,15,5.831882477283517,0.1884652981427175,246,2.8466442261285754,6.871091294610546,718,0.5868989531281252,276
