id,rz,sx,x,cx,reset,measure,u2,u1,u3,measureSuccess,xSuccess,u2Success,u1Success,u3Success,idSuccess,resetSuccess,sxSuccess,rzSuccess,cxSuccess,Machine,GraphDensity,AvgDegree,AvgConnectivity,AvgNeighborDegree,AvgClustering,AvgShortestPath,NumQubit,Depth,qubit_count,circuit_depth,circuit_width,retention_lifespan,gate_density,dual_gate_count,measurement_density,size_factor,gate_count,entanglement_variance,PST,TVD,Entropy,Swaps,L2,Hellinger
0,11,5,0,3,0,2,-1,-1,-1,0.9833400000000001,0.9996294597819153,1.0,1,1.0,0.9996294597819153,0.9779285576818812,0.9996294597819153,1,0.9942310916292324,2,0.4,1.6,1.0,1.8,0.0,2.0,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.9423828125,0.057617187485,0.2733149434005484,0,0.06968579208122902,0.24180449940250023
0,11,5,0,3,0,2,-1,-1,-1,0.9696,0.9997106123221975,1.0,1,1.0,0.9997106123221975,0.9527843293420855,0.9997106123221975,1,0.9927898647489171,3,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.873046875,0.126953124985,0.5052661238210152,0,0.15061240748192029,0.3622936204953276
0,11,5,0,3,0,2,-1,-1,-1,0.9625,0.9995111620971746,1.0,1,1.0,0.9995111620971746,0.9699656647493635,0.9995111620971746,1,0.9808725435749985,5,0.4,1.6,1.0,1.8,0.0,2.0,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.89453125,0.105468749985,0.4507837899302581,0,0.12235513645464965,0.3292464366168828
0,-1,-1,-1,3,-1,2,3,2,1,0.9650000000000001,1.0,0.9996036299449258,1,0.9992076029941618,0.9996036299449258,1.0,1.0,1,0.99256611367308,7,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,8,2,7,2,1.9459101490553132,0.8571428571428571,3,1.3195286648076292,2.4849066497880004,9,0.0,0.8974609375,0.102539062485,0.414787338064156,0,0.12689301460739413,0.3245126166380245
0,-1,-1,-1,3,-1,2,3,2,1,0.96126,1.0,1.0,1,1.0,1.0,1.0,1.0,1,0.9889306641814675,11,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,8,2,7,2,1.9459101490553132,0.8571428571428571,3,1.3195286648076292,2.4849066497880004,9,0.0,0.8974609375,0.102539062485,0.4221677034331758,0,0.12462559895519622,0.3245125199414628
0,11,5,0,3,0,2,-1,-1,-1,0.96566,0.999509747837673,1.0,1,1.0,0.999509747837673,0.9313453596464274,0.999509747837673,1,0.9987046336893022,18,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.927734375,0.072265624985,0.3149613599494988,0,0.0900028313005173,0.27132626492999257
0,-1,-1,-1,3,-1,2,3,2,1,0.943,1.0,0.9995663833269482,1,0.9991333878495879,0.9995663833269482,1.0,1.0,1,0.9973258668761604,19,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,8,2,7,2,1.9459101490553132,0.8571428571428571,3,1.3195286648076292,2.4849066497880004,9,0.0,0.896484375,0.103515624985,0.39579866885123116,0,0.1332998869512309,0.32609780565773233
0,11,5,0,3,-1,2,-1,-1,-1,0.9693999999999999,0.9994803955960198,1.0,1,1.0,0.9994803955960198,1.0,0.9994803955960198,1,0.9915309115275228,26,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.9375,0.062499999985,0.2890683948411941,0,0.07573240612589295,0.25200346629404174
0,11,5,0,3,0,2,-1,-1,-1,0.9493199999999999,0.9984303836499713,1.0,1,1.0,0.9984303836499713,0.872784961502177,0.9984303836499713,1,0.9832282953458744,29,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.8916015625,0.108398437485,0.4519149310319198,0,0.12817173546553115,0.33392119395975856
0,11,5,0,3,0,2,-1,-1,-1,0.97432,0.9998203750242555,1.0,1,1.0,0.9998203750242555,0.9861884753432915,0.9998203750242555,1,0.9952997709148018,31,0.4,1.6,1.0,1.8,0.0,2.0,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.927734375,0.072265624985,0.32863095751653115,0,0.08589309931696165,0.2713259970944714
0,11,5,0,3,0,2,-1,-1,-1,0.98582,0.9997111642368285,1.0,1,1.0,0.9997111642368285,0.9687571127892228,0.9997111642368285,1,0.9931502757325131,33,0.4,1.6,1.0,1.8,0.0,2.0,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.9365234375,0.063476562485,0.2872491677219658,0,0.07821040253163358,0.25399734111197464
0,-1,-1,-1,3,-1,2,3,2,1,0.8316500000000001,1.0,0.9977847785875575,1,0.9955695571751152,1.0,1.0,1.0,1,0.94949775363808,36,0.3,1.2,0.6,0.8,0.4333333333333334,0.7,5,8,2,7,2,1.9459101490553132,0.8571428571428571,3,1.3195286648076292,2.4849066497880004,9,0.0,0.7734375,0.226562499985,0.7613587897395991,0,0.2671750785130914,0.49100816618911425
0,11,5,0,3,-1,2,-1,-1,-1,0.9618800000000001,0.9992588698278387,1.0,1,1.0,0.9992588698278387,1.0,0.9992588698278387,1,0.987698239503074,39,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.919921875,0.080078124985,0.35363668272194526,0,0.09644759862549715,0.285912349719207
0,11,5,0,3,-1,2,-1,-1,-1,0.9666,0.9992154886350402,1.0,1,1.0,0.9992154886350402,1.0,0.9992154886350402,1,0.9960066775234994,40,0.4,1.6,1.0,2.2666666666666666,0.0,1.8,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.833984375,0.166015624985,0.6154605012348714,0,0.19666038804044586,0.4165822200240108
0,11,5,0,3,0,2,-1,-1,-1,0.89408,0.9977600689569528,1.0,1,1.0,0.9977600689569528,0.8226218323819985,0.9977600689569528,1,0.9787030041079575,42,0.6,2.4,1.6,2.8,0.8666666666666668,1.4,5,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.8408203125,0.159179687485,0.6026765717008163,0,0.18649531446165704,0.407517622833634
0,11,5,0,3,0,2,-1,-1,-1,0.9810142857142855,0.9993905234395288,1.0,1,1.0,0.9993905234395288,0.9478356623107348,0.9993905234395288,1,0.9903059214318305,10,0.2857142857142857,1.7142857142857142,1.0,2.5238095238095237,0.0,2.2857142857142856,7,16,2,15,2,2.70805020110221,0.7333333333333333,3,1.7005986908310777,3.091042453358316,19,0.0,0.908203125,0.091796874985,0.4033352322924878,0,0.1071285056453084,0.3065988997178784
